filename,imagename,imageID,url,img_P,paperTitle,ifHumanFace,numOfSeg,Number of distinct color names,colorNames,sp,isTarget,hit,miss,fa,cr,name,HR,FAR,imagename,score,group,index,count,responseCount,Feature congestion,Entropy,Number of edges,0,Author,Paper Title,Paper URL,Paper DOI,Year,meanH,meanS,meanV,LAB avg.,the number of distinct colors congrong,the number of distinct colors(Rui),the number of distinct colors,the number of distinct colors2
2009 Ropinski 10.1109/TVCG.2009.169 c 1.png,bio253.png,I797,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio253.png,,,,2,13,"white, grey, pink, beige, blue, teal, green, lightblue, tan, brown, mauve, salmon, red",4.692292812,1,22,36,19,226,I797,0.3793,0.0776,bio253.png,1.114081988,5,797,0,61,1.9891,3.1337,4.3258,51,Timo Ropinski;Sven Hermann;Rainer Reich;Michael Sch√§fers;Klaus H. Hinrichs,Multimodal Vessel Visualization of Mouse Aorta PET/CT Scans,http://dx.doi.org/10.1109/TVCG.2009.169,10.1109/TVCG.2009.169,2009,0.562250813,0.311162547,0.705829139,"65.2051453294,-5.52354590115,-11.0388273932",4,4,4,2
2009 Bruckner 10.1109/TVCG.2009.121 c 3.png,bio159.png,I774,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio159.png,,,,2,24,"white, grey, blue, purple, pink, navyblue, teal, green, brown, lightblue, magenta, black, darkgreen, tan, olive, yellow, mauve, maroon, red, peach, orange, darkpurple, lavender, beige",17.26443321,1,23,33,22,217,I774,0.4107,0.0921,bio159.png,1.102189045,5,774,0,61,3.2813,6.3363,6.6155,28,Stefan Bruckner;Veronika Solt√©szov√°;Eduard Gr√∂ller;Jir√≠ Hladuvka;Katja B√ºhler;Jai Y. Yu;Barry J. Dickson,BrainGazer - Visual Queries for Neurobiology Research,http://dx.doi.org/10.1109/TVCG.2009.121,10.1109/TVCG.2009.121,2009,0.066537315,0.082748594,0.453842256,"45.7857186795,1.18080375049,2.33693165459",7,7,7,3
2011 Zou 10.1109/TVCG.2011.171 c 4.png,bio506.png,I848,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio506.png,,,,2,22,"white, grey, blue, lightblue, pink, peach, salmon, red, beige, black, tan, darkgreen, green, brown, olive, yellow, orange, maroon, teal, lightgreen, lightpink, lavender",11.54603785,1,28,35,25,208,I848,0.4444,0.1073,bio506.png,1.101192764,5,848,0,0,3.6726,5.4663,6.0209,102,Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,Authalic Parameterization of General Surfaces Using Lie Advection,http://dx.doi.org/10.1109/TVCG.2011.171,10.1109/TVCG.2011.171,2011,0.302348995,0.207712531,0.801353575,"78.6162964288,-11.3453888836,9.98682888602",6,4,5,2
2017 Bock 10.1109/TVCG.2017.2743980 c 10.png,bio813.png,I909,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio813.png,,,,2,16,"black, navyblue, blue, brown, maroon, darkpurple, purple, red, orange, darkgreen, green, olive, teal, darkteal, mustard, yellow",8.165658671,1,31,26,38,198,I909,0.5439,0.161,bio813.png,1.100620303,5,909,0,0,2.0071,5.3223,11.6672,163,"Alexander Bock, Harish Doraiswamy, Adam Summers, Cl√°udio Silva",TopoAngler: Interactive Topology-Based Extraction of Fishes,http://dx.doi.org/10.1109/TVCG.2017.2743980,10.1109/TVCG.2017.2743980,2017,0.153742416,0.07107802,0.521463162,"54.079154885,-0.800677431425,2.70694889427",5,4,4.5,2
2008 Joshi 10.1109/TVCG.2008.150 c 8.png,bio66.png,I759,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio66.png,,,,2,13,"black, grey, green, teal, tan, beige, pink, brown, mauve, peach, salmon, red, purple",3.466808493,1,26,33,24,203,I759,0.4407,0.1057,bio66.png,1.100530357,5,759,0,0,1.5979,5.1841,6.9725,13,Alark Joshi;Dustin Scheinost;Kenneth P. Vives;Dennis D. Spencer;Lawrence H. Staib;Xenophon Papademetris,Novel interaction techniques for neurosurgical planning and stereotactic navigation,http://dx.doi.org/10.1109/TVCG.2008.150,10.1109/TVCG.2008.150,2008,0.052144379,0.121877435,0.317880747,"29.4847736816,3.17056560658,4.06744009854",4,3,3.5,2
2015 Ai-Awami 10.1109/TVCG.2015.2467441 c 1.png,bio718.png,I891,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio718.png,,,,2,19,"white, grey, brown, green, purple, blue, black, navyblue, maroon, teal, red, mauve, pink, darkgreen, darkpurple, olive, magenta, lavender, lightblue",19.63056207,1,24,47,16,224,I891,0.338,0.0667,bio718.png,1.082900539,5,891,0,0,4.2551,6.311,12.9809,145,Ali K. Ai-Awami;Johanna Beyer;Daniel Haehn;Narayanan Kasthuri;Jeff Lichtman;Hanspeter Pfister;Markus Hadwiger,NeuroBlocks - Visual Tracking of Segmentation and Proofreading for Large Connectomics Projects,http://dx.doi.org/10.1109/TVCG.2015.2467441,10.1109/TVCG.2015.2467441,2015,0.525431425,0.168149796,0.247284293,"25.7125375263,-0.0906168946762,-0.0591506797954",3,2,2.5,1
2017 Bock 10.1109/TVCG.2017.2743980 c 6.png,bio821.png,I910,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio821.png,,,,2,4,"black, brown, grey, white",17.65382327,1,21,28,23,197,I910,0.4286,0.1045,bio821.png,1.076380344,5,910,0,0,2.3203,6.0836,12.0841,164,"Alexander Bock, Harish Doraiswamy, Adam Summers, Cl√°udio Silva",TopoAngler: Interactive Topology-Based Extraction of Fishes,http://dx.doi.org/10.1109/TVCG.2017.2743980,10.1109/TVCG.2017.2743980,2017,0.096682864,0.014190144,0.625253165,"63.0749839755,0.0468832143066,0.427107497071",3,2,2.5,1
2009 Wan 10.1109/TVCG.2009.118 c 1.png,bio262.png,I801,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio262.png,,,,2,12,"grey, black, darkgreen, green, brown, maroon, red, olive, purple, salmon, pink, teal",10.9817003,1,32,35,29,196,I801,0.4776,0.1289,bio262.png,1.075428268,5,801,0,0,2.1662,6.6152,14.3098,55,Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles D. Hansen,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,http://dx.doi.org/10.1109/TVCG.2009.118,10.1109/TVCG.2009.118,2009,0.084901467,0.044723832,0.823627477,"82.8051951981,0.683960531927,2.738938182",5,4,4.5,2
2012 Läthén 10.1109/TVCG.2012.203 c 8.png,bio547.png,I858,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio547.png,,,,2,17,"white, grey, green, tan, brown, salmon, pink, red, orange, olive, mauve, peach, maroon, purple, yellow, lavender, beige",15.42241163,1,19,40,15,221,I858,0.322,0.0636,bio547.png,1.063123578,5,858,0,0,5.9859,6.0194,11.9332,112,Gunnar L√§th√©n;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,http://dx.doi.org/10.1109/TVCG.2012.203,10.1109/TVCG.2012.203,2012,0.184539664,0.544245892,0.66190616,"61.8454847507,-7.91509604667,19.1341375564",6,5,5.5,2
2011 Rieder 10.1109/TVCG.2011.207 c 2.png,bio480.png,I840,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio480.png,,,,2,18,"white, grey, lightblue, blue, beige, black, navyblue, teal, pink, brown, salmon, red, tan, peach, mauve, purple, lavender, maroon",19.47139576,1,14,42,9,208,I840,0.25,0.0415,bio480.png,1.059048754,5,840,0,0,5.1652,5.0413,8.2277,94,Christian Rieder;Tim Kr√∂ger;Christian Schumann;Horst K. Hahn,GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation,http://dx.doi.org/10.1109/TVCG.2011.207,10.1109/TVCG.2011.207,2011,0.072505215,0.313705989,0.833820136,"75.555764685,9.08703797159,19.2840036496",4,4,4,2
2009 Dick 10.1109/TVCG.2009.184 c 8.png,bio213.png,I783,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio213.png,,,,2,11,"black, grey, brown, navyblue, darkpurple, purple, blue, maroon, olive, darkgreen, red",3.645247245,1,35,20,57,180,I783,0.6364,0.2405,bio213.png,1.053547665,5,783,0,0,1.3883,2.9347,5.2033,37,Christian Dick;Joachim Georgii;Rainer Burgkart;R√ºdiger Westermann,Stress Tensor field Visualization for Implant Planning in Orthopedics,http://dx.doi.org/10.1109/TVCG.2009.184,10.1109/TVCG.2009.184,2009,0.076153747,0.233941373,0.630800052,"58.6660725507,3.6219574727,9.19883276015",6,4,5,2
2011 Koehler 10.1109/TVCG.2011.260 c 14.png,bio446.png,I836,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio446.png,,,,2,19,"grey, green, black, darkgreen, teal, tan, beige, brown, olive, pink, navyblue, blue, white, salmon, red, peach, maroon, purple, mauve",13.65458874,1,30,41,27,221,I836,0.4225,0.1089,bio446.png,1.036897235,5,836,0,0,3.4835,5.6455,9.3282,90,Christopher Koehler;Thomas Wischgoll;Haibo Dong;Zachary Gaston,Vortex Visualization in Ultra Low Reynolds Number Insect Flight,http://dx.doi.org/10.1109/TVCG.2011.260,10.1109/TVCG.2011.260,2011,0.179118044,0.27203261,0.812886225,"78.9258884061,-6.86804825972,17.3319076893",7,7,7,3
2009 Correa 10.1109/TVCG.2009.189 c 1.png,bio192.png,I781,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio192.png,,,,8,10,"white, grey, brown, tan, pink, peach, salmon, yellow, beige, orange",6.903740043,1,20,38,19,226,I781,0.3448,0.0776,bio192.png,1.022003787,5,781,0,0,2.9298,5.7508,8.8794,35,Carlos D. Correa;Kwan-Liu Ma,The Occlusion Spectrum for Volume Classification and Visualization,http://dx.doi.org/10.1109/TVCG.2009.189,10.1109/TVCG.2009.189,2009,0.057068702,0.222989901,0.820612284,"75.7102927997,7.91613467951,11.3778345066",5,4,4.5,2
2009 Jianu 10.1109/TVCG.2009.141 c 2.png,bio233.png,I791,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio233.png,,,,2,22,"grey, black, purple, navyblue, blue, darkpurple, pink, brown, teal, lavender, maroon, red, darkgreen, mauve, lightblue, green, tan, beige, salmon, peach, white, olive",19.35691131,1,37,33,42,194,I791,0.5286,0.178,bio233.png,0.994764912,5,791,0,0,2.9086,4.3094,10.4795,45,Radu Jianu;√áagatay Demiralp;David H. Laidlaw,Exploring 3D DTI fiber Tracts with Linked 2D Representations,http://dx.doi.org/10.1109/TVCG.2009.141,10.1109/TVCG.2009.141,2009,0.046349751,0.286179584,0.758873551,"68.3932568694,11.1003343628,12.1552520722",6,4,5,2
2008 Termeer 10.1109/TVCG.2008.180 c 4.png,bio131.png,I767,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio131.png,,,,2,11,"white, grey, black, pink, brown, tan, beige, yellow, blue, lightblue, peach",15.77962181,1,16,44,12,210,I767,0.2667,0.0541,bio131.png,0.983512194,5,767,0,0,3.9555,5.1764,6.4942,21,Maurice Termeer;Javier Oliv√°n Besc√≥s;Marcel Breeuwer;Anna Vilanova;Frans A. Gerritsen;Eduard Gr√∂ller;Eike Nagel,Visualization of Myocardial Perfusion Derived from Coronary Anatomy,http://dx.doi.org/10.1109/TVCG.2008.180,10.1109/TVCG.2008.180,2008,0.035948818,0.142355114,0.19112337,"16.0287130027,5.3937103672,4.66256603859",4,3,3.5,2
2008 Caban 10.1109/TVCG.2008.169 c 11.png,bio9.png,I748,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio9.png,,,,7,14,"white, grey, pink, brown, tan, salmon, peach, red, green, orange, black, beige, mauve, blue",8.291782846,1,20,41,18,212,I748,0.3279,0.0783,bio9.png,0.970880358,5,748,0,0,3.1598,6.2167,9.0412,2,Jesus J. Caban;Penny Rheingans,Texture-based Transfer Functions for Direct Volume Rendering,http://dx.doi.org/10.1109/TVCG.2008.169,10.1109/TVCG.2008.169,2008,0.065660984,0.206551552,0.189651209,"14.2019188252,3.77556895238,6.55628256121",6,4,5,2
2009 Demiralp 10.1109/TVCG.2009.125 c 8.png,bio205.png,I782,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio205.png,,,,2,17,"grey, brown, blue, lightblue, black, pink, tan, peach, white, beige, green, mauve, lavender, purple, teal, olive, salmon",20.36675731,1,34,30,45,195,I782,0.5312,0.1875,bio205.png,0.965433255,5,782,0,0,4.6475,5.462,14.4455,36,√áagatay Demiralp;John F. Hughes;David H. Laidlaw,Coloring 3D Line fields Using Boy's Real Projective Plane Immersion,http://dx.doi.org/10.1109/TVCG.2009.125,10.1109/TVCG.2009.125,2009,0.081661717,0.192977169,0.218915282,"19.8824404225,1.80494819299,5.46421382372",5,4,4.5,2
2013 Auzinger 10.1109/TVCG.2013.215 c 4.png,bio563.png,I859,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio563.png,,,,7,9,"white, grey, black, pink, red, mauve, brown, maroon, blue",12.26678891,1,16,52,12,227,I859,0.2353,0.0502,bio563.png,0.921414363,5,859,0,0,2.9673,5.586,6.856,113,Thomas Auzinger;Gabriel Mistelbauer;Ivan Baclija;R√ºdiger Schernthaner;Arnold K√∂chl;Michael Wimmer;Eduard Gr√∂ller;Stefan Bruckner,Vessel Visualization using Curved Surface Reformation,http://dx.doi.org/10.1109/TVCG.2013.215,10.1109/TVCG.2013.215,2013,0.582074918,0.044894429,0.752545761,"74.7680071587,-0.168294272088,-0.605225037072",3,2,2.5,1
2017 Mindek 10.1109/TVCG.2017.2744518 c 1.png,bio852.png,I920,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio852.png,,,,3,10,"white, grey, black, lightblue, blue, pink, purple, navyblue, lavender, darkpurple",15.98869374,1,25,37,28,195,I920,0.4032,0.1256,bio852.png,0.902366676,5,920,0,0,3.9451,4.5555,5.8564,174,"Peter Mindek, David Kou≈ôil, Johannes Sorger, Daniel Toloudis, Blair Lyons, Graham Johnson, M. Eduard Gr√∂ller, Ivan Viola",Visualization Multi-Pipeline for Communicating Biology,http://dx.doi.org/10.1109/TVCG.2017.2744518,10.1109/TVCG.2017.2744518,2017,0.612175615,0.225218677,0.944373476,"85.4765275667,1.01828911109,-14.7753693346",3,2,2.5,1
2014 Bista 10.1109/TVCG.2014.2346411 c 6.png,bio652.png,I877,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio652.png,,,,2,20,"white, grey, lightpink, pink, lavender, purple, lightblue, black, green, lightgreen, darkgreen, darkpurple, brown, navyblue, offwhite, teal, blue, mauve, maroon, red",11.31527302,1,24,32,33,197,I877,0.4286,0.1435,bio652.png,0.884786287,5,877,0,0,3.9463,5.9192,9.5512,131,Sujal Bista;Jiachen Zhuo;Rao P. Gullapalli;Amitabh Varshney,Visualization of Brain Microstructure Through Spherical Harmonics Illumination of High Fidelity Spatio-Angular Fields,http://dx.doi.org/10.1109/TVCG.2014.2346411,10.1109/TVCG.2014.2346411,2014,0.047993042,0.090582521,0.154763116,"13.435297929,3.16163713784,3.61844296697",4,3,3.5,2
2010 Guetat 10.1109/TVCG.2010.187 c 1.png,bio297.png,I805,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio297.png,,,,2,11,"white, grey, brown, black, pink, purple, tan, darkpurple, navyblue, lavender, lightblue",14.46199816,1,19,40,20,198,I805,0.322,0.0917,bio297.png,0.868245648,5,805,0,0,4.662,4.4922,6.369,59,Amel Guetat;Alexandre Ancel;St√©phane Marchesin;Jean-Michel Dischler,Pre-Integrated Volume Rendering with Non-Linear Gradient Interpolation,http://dx.doi.org/10.1109/TVCG.2010.187,10.1109/TVCG.2010.187,2010,0.04853291,0.333505212,0.844306204,"76.1632773664,13.5371885021,15.5247247526",5,4,4.5,2
2009 Jeong 10.1109/TVCG.2009.178 c 9.png,bio231.png,I790,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio231.png,,,,2,2,"white, grey",5.514319348,1,10,41,10,224,I790,0.1961,0.0427,bio231.png,0.864544034,5,790,0,0,2.3611,4.9265,7.858,44,Won-Ki Jeong;Johanna Beyer;Markus Hadwiger;Amelio V√°zquez Reina;Hanspeter Pfister;Ross T. Whitaker,Scalable and Interactive Segmentation and Visualization of Neural Processes in EM Datasets,http://dx.doi.org/10.1109/TVCG.2009.178,10.1109/TVCG.2009.178,2009,0.094554053,0.046081247,0.429602973,"43.3880009226,0.193374602033,1.37441625112",9,8,8.5,3
2012 Gasteiger 10.1109/TVCG.2012.202 c 5.png,bio519.png,I850,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio519.png,,,,6,21,"black, navyblue, grey, purple, white, blue, lightblue, pink, salmon, red, brown, mauve, beige, tan, yellow, orange, green, olive, darkpurple, peach, teal",9.118981883,1,16,39,18,209,I850,0.2909,0.0793,bio519.png,0.85903837,5,850,0,0,2.8899,7.6808,4.4521,104,Rocco Gasteiger;Dirk J. Lehmann;Roy van Pelt;G√°bor Janiga;Oliver Beuing;Anna Vilanova;Holger Theisel;Bernhard Preim,Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,http://dx.doi.org/10.1109/TVCG.2012.202,10.1109/TVCG.2012.202,2012,0.07652647,0.076501629,0.159606733,"13.7709014919,1.24409473775,3.23954102068",3,2,2.5,1
2008 Caban 10.1109/TVCG.2008.169 c 7.png,bio17.png,I750,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio17.png,,,,2,9,"white, grey, pink, brown, tan, mauve, beige, black, blue",5.512112789,1,8,45,7,220,I750,0.1509,0.0308,bio17.png,0.836582958,5,750,0,0,2.4865,5.7177,8.8932,4,Jesus J. Caban;Penny Rheingans,Texture-based Transfer Functions for Direct Volume Rendering,http://dx.doi.org/10.1109/TVCG.2008.169,10.1109/TVCG.2008.169,2008,0.080648297,0.107684608,0.277668007,"27.0063491161,1.27674538829,3.93956986123",3,4,3.5,2
2008 Caban 10.1109/TVCG.2008.169 c 5.png,bio15.png,I749,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio15.png,,,,2,8,"white, grey, blue, pink, brown, beige, tan, green",7.780801481,1,20,51,20,225,I749,0.2817,0.0816,bio15.png,0.816590808,5,749,0,0,3.6131,6.0376,9.7112,3,Jesus J. Caban;Penny Rheingans,Texture-based Transfer Functions for Direct Volume Rendering,http://dx.doi.org/10.1109/TVCG.2008.169,10.1109/TVCG.2008.169,2008,0.556511264,0.36758756,0.34804926,"28.3272946589,-5.58299258257,-10.3984560184",4,4,4,2
2011 Gasteiger 10.1109/TVCG.2011.243 c 6.png,bio424.png,I832,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio424.png,,,,3,19,"white, grey, lavender, pink, blue, navyblue, black, purple, brown, red, maroon, darkpurple, mauve, salmon, lightblue, tan, orange, magenta, peach",15.78833839,1,25,35,39,194,I832,0.4167,0.1674,bio424.png,0.754147668,5,832,0,0,3.0024,7.4648,9.48,86,Rocco Gasteiger;Mathias Neugebauer;Oliver Beuing;Bernhard Preim,The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms,http://dx.doi.org/10.1109/TVCG.2011.243,10.1109/TVCG.2011.243,2011,0.566618723,0.035696159,0.774976321,"77.1143805827,-0.167924250233,-0.335334999566",3,2,2.5,1
2010 Saad 10.1109/TVCG.2010.152 c 5.png,bio355.png,I818,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio355.png,,,,2,8,"black, grey, tan, peach, pink, beige, orange, brown",3.364313961,1,16,53,16,213,I818,0.2319,0.0699,bio355.png,0.743932233,5,818,0,0,1.6129,3.2278,6.595,72,Ahmed Saad;Ghassan Hamarneh;Torsten M√∂ller,Exploration and Visualization of Segmentation Uncertainty using Shape and Appearance Prior Information,http://dx.doi.org/10.1109/TVCG.2010.152,10.1109/TVCG.2010.152,2010,0.052418899,0.157930942,0.71160363,"68.4958101294,4.36657515248,5.69235870697",5,4,4.5,2
2015 Lawonn 10.1109/TVCG.2015.2467961 c 5.png,bio743.png,I895,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio743.png,,,,2,24,"white, grey, brown, tan, peach, beige, green, darkgreen, black, olive, navyblue, teal, blue, lightblue, cyan, pink, lightgreen, salmon, red, purple, mauve, maroon, orange, yellow",12.10776575,1,22,43,30,206,I895,0.3385,0.1271,bio743.png,0.7236468,5,895,0,0,3.6659,4.6471,8.6649,149,Kai Lawonn;Sylvia Gla√üer;Anna Vilanova;Bernhard Preim;Tobias Isenberg,Occlusion-free Blood Flow Animation with Wall Thickness Visualization,http://dx.doi.org/10.1109/TVCG.2015.2467961,10.1109/TVCG.2015.2467961,2015,0.038290801,0.127435658,0.938681518,"88.9336791278,5.041557998,4.65247423246",7,7,7,3
2010 Saad 10.1109/TVCG.2010.152 c 10.png,bio350.png,I815,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio350.png,,,,2,11,"black, grey, green, teal, darkgreen, blue, brown, navyblue, purple, darkpurple, lightblue",3.945522196,1,18,44,24,212,I815,0.2903,0.1017,bio350.png,0.71941583,5,815,0,0,1.5515,4.0171,5.9727,69,Ahmed Saad;Ghassan Hamarneh;Torsten M√∂ller,Exploration and Visualization of Segmentation Uncertainty using Shape and Appearance Prior Information,http://dx.doi.org/10.1109/TVCG.2010.152,10.1109/TVCG.2010.152,2010,0.05989588,0.12929868,0.422524082,"40.0023616924,3.83959199804,5.99844128075",5,4,4.5,2
2016 Meuschke 10.1109/TVCG.2016.2598795 c 3.png,bio784.png,I904,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio784.png,,,,2,12,"white, lightblue, grey, blue, green, teal, pink, beige, olive, brown, tan, black",8.158831557,1,14,42,26,207,I904,0.25,0.1116,bio784.png,0.543573336,5,904,0,0,2.579,3.2177,4.3621,158,Monique Meuschke;Samuel Vo√ü;Oliver Beuing;Bernhard Preim;Kai Lawonn,Combined Visualization of Vessel Deformation and Hemodynamics in Cerebral Aneurysms,http://dx.doi.org/10.1109/TVCG.2016.2598795,10.1109/TVCG.2016.2598795,2016,0.127253873,0.135510993,0.818117185,"80.6481036353,-1.22269021235,10.420980304",5,4,4.5,2
